Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
Id,Year,Id,Sex,Id,Hispanic Origin,Id,Id2,Geography,Total,Race Alone - White,Race Alone - Black or African American,Race Alone - American Indian and Alaska Native,Race Alone - Asian,Race Alone - Native Hawaiian and Other Pacific Islander,Two or More Races
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12840097,10033989,1903403,74102,608647,7477,212479
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US17,17,Illinois,1001907,912417,32978,25818,7454,2097,21143
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US17,17,Illinois,5549658,4155018,976858,9683,317095,1560,89444
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US17,17,Illinois,6551565,5067435,1009836,35501,324549,3657,110587
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US17,17,Illinois,1065153,972788,32067,29088,7604,2268,21338
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5242007,3992819,858052,9188,294494,1608,85846
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US17,17,Illinois,6307160,4965607,890119,38276,302098,3876,107184
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2067060,1885205,65045,54906,15058,4365,42481
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10791665,8147837,1834910,18871,611589,3168,175290
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12858725,10033042,1899955,73777,626647,7533,217771
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US17,17,Illinois,1018538,927820,33397,25943,7555,2150,21673
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US17,17,Illinois,5540002,4134935,974510,9811,326880,1656,92210
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US17,17,Illinois,6558540,5062755,1007907,35754,334435,3806,113883
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US17,17,Illinois,1078480,984785,32520,29140,7764,2293,21978
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5236743,3976409,857231,9201,303406,1670,88826
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US17,17,Illinois,6315223,4961194,889751,38341,311170,3963,110804
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2097018,1912605,65917,55083,15319,4443,43651
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10776745,8111344,1831741,19012,630286,3326,181036
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12873763,10023949,1897658,74095,645605,7769,224687
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US17,17,Illinois,1034138,941787,33967,26192,7690,2202,22300
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US17,17,Illinois,5530543,4114040,972827,9743,337653,1726,94554
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US17,17,Illinois,6564681,5055827,1006794,35935,345343,3928,116854
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US17,17,Illinois,1091722,996541,33137,29403,7871,2332,22438
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5234149,3961845,856528,9266,313280,1802,91428
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US17,17,Illinois,6325871,4958386,889665,38669,321151,4134,113866
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2125860,1938328,67104,55595,15561,4534,44738
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10764692,8075885,1829355,19009,650933,3528,185982
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12890552,10014213,1896459,74604,666494,8062,230720
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US17,17,Illinois,1048920,954730,34632,26546,7899,2249,22864
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US17,17,Illinois,5510774,4086111,969358,9795,347214,1747,96549
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US17,17,Illinois,6559694,5040841,1003990,36341,355113,3996,119413
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US17,17,Illinois,1104054,1007099,33789,29781,8029,2376,22980
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5216832,3936835,854476,9171,321573,1821,92956
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US17,17,Illinois,6320886,4943934,888265,38952,329602,4197,115936
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2152974,1961829,68421,56327,15928,4625,45844
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10727606,8022946,1823834,18966,668787,3568,189505
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12880580,9984775,1892255,75293,684715,8193,235349
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US18,18,Indiana,184770,162664,9540,4664,1265,747,5890
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3109295,2694333,304511,7171,53229,1009,49042
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US18,18,Indiana,3294065,2856997,314051,11835,54494,1756,54932
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US18,18,Indiana,204937,181960,9278,5549,1353,840,5957
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2984800,2599876,280468,7103,49688,936,46729
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US18,18,Indiana,3189737,2781836,289746,12652,51041,1776,52686
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,389707,344624,18818,10213,2618,1587,11847
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6094095,5294209,584979,14274,102917,1945,95771
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6483802,5638833,603797,24487,105535,3532,107618
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US18,18,Indiana,184773,162666,9540,4665,1265,747,5890
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3109523,2694554,304518,7170,53229,1009,49043
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US18,18,Indiana,3294296,2857220,314058,11835,54494,1756,54933
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US18,18,Indiana,204940,181961,9278,5551,1353,840,5957
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2984956,2600016,280481,7103,49690,936,46730
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US18,18,Indiana,3189896,2781977,289759,12654,51043,1776,52687
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,389713,344627,18818,10216,2618,1587,11847
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6094479,5294570,584999,14273,102919,1945,95773
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6484192,5639197,603817,24489,105537,3532,107620
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US18,18,Indiana,185810,163627,9579,4665,1275,741,5923
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3111499,2694644,305250,7176,53944,1021,49464
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US18,18,Indiana,3297309,2858271,314829,11841,55219,1762,55387
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US18,18,Indiana,205879,182773,9314,5574,1369,846,6003
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2987120,2600417,281110,7105,50435,938,47115
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US18,18,Indiana,3192999,2783190,290424,12679,51804,1784,53118
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,391689,346400,18893,10239,2644,1587,11926
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6098619,5295061,586360,14281,104379,1959,96579
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6490308,5641461,605253,24520,107023,3546,108505
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US18,18,Indiana,191542,168645,9820,4768,1329,777,6203
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3118239,2694120,307944,7278,56718,1034,51145
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US18,18,Indiana,3309781,2862765,317764,12046,58047,1811,57348
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US18,18,Indiana,210328,186535,9524,5654,1445,871,6299
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2996451,2601754,284124,7175,53545,984,48869
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US18,18,Indiana,3206779,2788289,293648,12829,54990,1855,55168
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,401870,355180,19344,10422,2774,1648,12502
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6114690,5295874,592068,14453,110263,2018,100014
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6516560,5651054,611412,24875,113037,3666,112516
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US18,18,Indiana,196241,172875,9972,4874,1352,814,6354
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3122989,2691901,310370,7385,59415,1081,52837
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US18,18,Indiana,3319230,2864776,320342,12259,60767,1895,59191
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US18,18,Indiana,214839,190430,9709,5800,1510,915,6475
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,3003563,2601238,286756,7247,56595,996,50731
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US18,18,Indiana,3218402,2791668,296465,13047,58105,1911,57206
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,411080,363305,19681,10674,2862,1729,12829
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6126552,5293139,597126,14632,116010,2077,103568
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6537632,5656444,616807,25306,118872,3806,116397
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US18,18,Indiana,202029,177898,10268,4987,1431,845,6600
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3133010,2693054,313794,7526,62870,1137,54629
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US18,18,Indiana,3335039,2870952,324062,12513,64301,1982,61229
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US18,18,Indiana,220140,194818,10008,5994,1573,958,6789
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,3015534,2603564,290677,7335,60265,1043,52650
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US18,18,Indiana,3235674,2798382,300685,13329,61838,2001,59439
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,422169,372716,20276,10981,3004,1803,13389
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6148544,5296618,604471,14861,123135,2180,107279
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6570713,5669334,624747,25842,126139,3983,120668
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US18,18,Indiana,207292,182274,10615,5144,1480,858,6921
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3140119,2692762,316388,7610,65864,1171,56324
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US18,18,Indiana,3347411,2875036,327003,12754,67344,2029,63245
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US18,18,Indiana,225013,198808,10331,6171,1608,988,7107
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,3024431,2604603,293420,7429,63454,1076,54449
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US18,18,Indiana,3249444,2803411,303751,13600,65062,2064,61556
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,432305,381082,20946,11315,3088,1846,14028
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6164550,5297365,609808,15039,129318,2247,110773
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6596855,5678447,630754,26354,132406,4093,124801
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US19,19,Iowa,71553,64211,1893,2306,512,266,2365
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1466483,1373062,41342,4393,26792,897,19997
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US19,19,Iowa,1538036,1437273,43235,6699,27304,1163,22362
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US19,19,Iowa,79991,71997,2095,2616,527,314,2442
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1428328,1330345,46365,4248,26401,942,20027
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US19,19,Iowa,1508319,1402342,48460,6864,26928,1256,22469
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,151544,136208,3988,4922,1039,580,4807
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2894811,2703407,87707,8641,53193,1839,40024
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3046355,2839615,91695,13563,54232,2419,44831
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US19,19,Iowa,71553,64211,1893,2306,512,266,2365
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1466487,1373067,41341,4393,26792,897,19997
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US19,19,Iowa,1538040,1437278,43234,6699,27304,1163,22362
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US19,19,Iowa,80021,72027,2095,2616,527,314,2442
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1428808,1330669,46504,4260,26404,942,20029
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US19,19,Iowa,1508829,1402696,48599,6876,26931,1256,22471
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,151574,136238,3988,4922,1039,580,4807
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2895295,2703736,87845,8653,53196,1839,40026
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3046869,2839974,91833,13575,54235,2419,44833
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US19,19,Iowa,72220,64750,1926,2338,525,271,2410
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1467229,1372969,41609,4415,27167,903,20166
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US19,19,Iowa,1539449,1437719,43535,6753,27692,1174,22576
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US19,19,Iowa,80673,72537,2122,2679,544,324,2467
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1430173,1330994,46821,4272,26905,954,20227
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US19,19,Iowa,1510846,1403531,48943,6951,27449,1278,22694
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,152893,137287,4048,5017,1069,595,4877
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2897402,2703963,88430,8687,54072,1857,40393
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3050295,2841250,92478,13704,55141,2452,45270
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US19,19,Iowa,74788,66859,2024,2522,586,266,2531
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1469632,1371784,42817,4434,28679,990,20928
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US19,19,Iowa,1544420,1438643,44841,6956,29265,1256,23459
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US19,19,Iowa,83421,74836,2212,2853,591,329,2600
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1437063,1333691,48282,4342,28721,1023,21004
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US19,19,Iowa,1520484,1408527,50494,7195,29312,1352,23604
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,158209,141695,4236,5375,1177,595,5131
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2906695,2705475,91099,8776,57400,2013,41932
