Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
Id,Year,Id,Sex,Id,Hispanic Origin,Id,Id2,Geography,Total,Race Alone - White,Race Alone - Black or African American,Race Alone - American Indian and Alaska Native,Race Alone - Asian,Race Alone - Native Hawaiian and Other Pacific Islander,Two or More Races
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0100000US,,United States,24858794,21936806,1191984,702309,249346,85203,693146
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0100000US,,United States,132105418,100301335,19853611,1147502,7691693,246518,2864759
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0100000US,,United States,156964212,122238141,21045595,1849811,7941039,331721,3557905
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0100000US,,United States,25618800,22681299,1136129,773939,248654,92206,686573
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0100000US,,United States,126162526,97017621,18068911,1115756,6969823,250698,2739717
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0100000US,,United States,151781326,119698920,19205040,1889695,7218477,342904,3426290
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50477594,44618105,2328113,1476248,498000,177409,1379719
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258267944,197318956,37922522,2263258,14661516,497216,5604476
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308745538,241937061,40250635,3739506,15159516,674625,6984195
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0100000US,,United States,24858947,21936938,1191993,702315,249346,85203,693152
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0100000US,,United States,132109026,100304304,19854154,1147524,7691729,246524,2864791
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0100000US,,United States,156967973,122241242,21046147,1849839,7941075,331727,3557943
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0100000US,,United States,25619720,22682117,1136197,773950,248660,92208,686588
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0100000US,,United States,126170412,97021942,18072228,1115818,6969910,250709,2739805
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0100000US,,United States,151790132,119704059,19208425,1889768,7218570,342917,3426393
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50478667,44619055,2328190,1476265,498006,177411,1379740
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258279438,197326246,37926382,2263342,14661639,497233,5604596
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308758105,241945301,40254572,3739607,15159645,674644,6984336
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0100000US,,United States,25003475,22061776,1199593,706087,250794,85663,699562
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0100000US,,United States,132254098,100322191,19896818,1150276,7750776,247747,2886290
est72010,"July 1, 2010",female,Female,tothisp,Total,0100000US,,United States,157257573,122383967,21096411,1856363,8001570,333410,3585852
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0100000US,,United States,25752116,22794505,1143883,777829,250107,92684,693108
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0100000US,,United States,126337368,97065113,18116415,1118321,7023545,251963,2762011
est72010,"July 1, 2010",male,Male,tothisp,Total,0100000US,,United States,152089484,119859618,19260298,1896150,7273652,344647,3455119
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50755591,44856281,2343476,1483916,500901,178347,1392670
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258591466,197387304,38013233,2268597,14774321,499710,5648301
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0100000US,,United States,309347057,242243585,40356709,3752513,15275222,678057,7040971
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0100000US,,United States,25618086,22590939,1234263,721706,257025,87720,726433
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0100000US,,United States,132808911,100332971,20085750,1160722,8001454,252984,2975030
est72011,"July 1, 2011",female,Female,tothisp,Total,0100000US,,United States,158426997,122923910,21320013,1882428,8258479,340704,3701463
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0100000US,,United States,26333137,23290156,1178925,792890,256204,94838,720124
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0100000US,,United States,126961498,97164962,18308117,1128127,7248401,257412,2854479
est72011,"July 1, 2011",male,Male,tothisp,Total,0100000US,,United States,153294635,120455118,19487042,1921017,7504605,352250,3574603
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,51951223,45881095,2413188,1514596,513229,182558,1446557
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,259770409,197497933,38393867,2288849,15249855,510396,5829509
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0100000US,,United States,311721632,243379028,40807055,3803445,15763084,692954,7276066
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0100000US,,United States,26199260,23085964,1269192,738061,263450,89849,752744
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0100000US,,United States,133384245,100358884,20273859,1171359,8256881,258406,3064856
est72012,"July 1, 2012",female,Female,tothisp,Total,0100000US,,United States,159583505,123444848,21543051,1909420,8520331,348255,3817600
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0100000US,,United States,26886378,23755244,1215316,809248,262621,97106,746843
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0100000US,,United States,127642195,97309084,18503922,1138628,7479982,262857,2947722
est72012,"July 1, 2012",male,Male,tothisp,Total,0100000US,,United States,154528573,121064328,19719238,1947876,7742603,359963,3694565
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,53085638,46841208,2484508,1547309,526071,186955,1499587
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,261026440,197667968,38777781,2309987,15736863,521263,6012578
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0100000US,,United States,314112078,244509176,41262289,3857296,16262934,708218,7512165
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0100000US,,United States,26786206,23585699,1305079,753818,270123,92030,779457
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0100000US,,United States,133969957,100371294,20462442,1181626,8533604,264302,3156689
est72013,"July 1, 2013",female,Female,tothisp,Total,0100000US,,United States,160756163,123956993,21767521,1935444,8803727,356332,3936146
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0100000US,,United States,27450710,24230503,1252466,825048,269086,99378,774229
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0100000US,,United States,128290658,97405582,18693531,1148533,7730554,269620,3042838
est72013,"July 1, 2013",male,Male,tothisp,Total,0100000US,,United States,155741368,121636085,19945997,1973581,7999640,368998,3817067
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,54236916,47816202,2557545,1578866,539209,191408,1553686
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,262260615,197776876,39155973,2330159,16264158,533922,6199527
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0100000US,,United States,316497531,245593078,41713518,3909025,16803367,725330,7753213
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0100000US,,United States,27369609,24081852,1340642,769825,276754,94193,806343
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0100000US,,United States,134550960,100383418,20647665,1191794,8808501,270113,3249469
est72014,"July 1, 2014",female,Female,tothisp,Total,0100000US,,United States,161920569,124465270,21988307,1961619,9085255,364306,4055812
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0100000US,,United States,28017930,24708342,1289371,841223,275579,101674,801741
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0100000US,,United States,128918557,97487098,18880560,1158129,7978219,275621,3138930
est72014,"July 1, 2014",male,Male,tothisp,Total,0100000US,,United States,156936487,122195440,20169931,1999352,8253798,377295,3940671
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,55387539,48790194,2630013,1611048,552333,195867,1608084
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,263469517,197870516,39528225,2349923,16786720,545734,6388399
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0100000US,,United States,318857056,246660710,42158238,3960971,17339053,741601,7996483
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81819,68103,6076,2881,720,1269,2770
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377729,1638923,666284,13229,28279,970,30044
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US01,01,Alabama,2459548,1707026,672360,16110,28999,2239,32814
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103783,86809,6897,3983,945,1916,3233
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216405,1569042,579967,12810,25296,1053,28237
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US01,01,Alabama,2320188,1655851,586864,16793,26241,2969,31470
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185602,154912,12973,6864,1665,3185,6003
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594134,3207965,1246251,26039,53575,2023,58281
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4779736,3362877,1259224,32903,55240,5208,64284
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81820,68104,6076,2881,720,1269,2770
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377831,1639003,666306,13229,28279,970,30044
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US01,01,Alabama,2459651,1707107,672382,16110,28999,2239,32814
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103788,86812,6899,3983,945,1916,3233
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216688,1569172,580120,12810,25296,1053,28237
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US01,01,Alabama,2320476,1655984,587019,16793,26241,2969,31470
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185608,154916,12975,6864,1665,3185,6003
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594519,3208175,1246426,26039,53575,2023,58281
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4780127,3363091,1259401,32903,55240,5208,64284
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US01,01,Alabama,82615,68921,6097,2835,705,1257,2800
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2380958,1640357,667451,13265,28570,976,30339
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US01,01,Alabama,2463573,1709278,673548,16100,29275,2233,33139
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104072,87179,6907,3922,921,1889,3254
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2218177,1569120,581058,12855,25548,1047,28549
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US01,01,Alabama,2322249,1656299,587965,16777,26469,2936,31803
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,186687,156100,13004,6757,1626,3146,6054
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4599135,3209477,1248509,26120,54118,2023,58888
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4785822,3365577,1261513,32877,55744,5169,64942
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US01,01,Alabama,85634,71768,6266,2844,697,1204,2855
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2387167,1640319,671090,13335,29803,991,31629
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US01,01,Alabama,2472801,1712087,677356,16179,30500,2195,34484
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US01,01,Alabama,105339,88463,7039,3847,908,1762,3320
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2223555,1569888,583366,12900,26365,1063,29973
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US01,01,Alabama,2328894,1658351,590405,16747,27273,2825,33293
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,190973,160231,13305,6691,1605,2966,6175
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4610722,3210207,1254456,26235,56168,2054,61602
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4801695,3370438,1267761,32926,57773,5020,67777
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US01,01,Alabama,87644,73605,6506,2816,638,1123,2956
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2393859,1640653,674704,13379,31162,1040,32921
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US01,01,Alabama,2481503,1714258,681210,16195,31800,2163,35877
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US01,01,Alabama,105818,88888,7211,3824,801,1694,3400
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2230163,1570699,586604,12957,27499,1102,31302
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US01,01,Alabama,2335981,1659587,593815,16781,28300,2796,34702
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,193462,162493,13717,6640,1439,2817,6356
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4624022,3211352,1261308,26336,58661,2142,64223
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4817484,3373845,1275025,32976,60100,4959,70579
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US01,01,Alabama,90010,75436,6739,2925,657,1119,3134
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2400391,1640187,679106,13513,32410,1082,34093
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US01,01,Alabama,2490401,1715623,685845,16438,33067,2201,37227
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US01,01,Alabama,106631,89427,7413,3805,815,1644,3527
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2236964,1570522,591322,13060,28532,1151,32377
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US01,01,Alabama,2343595,1659949,598735,16865,29347,2795,35904
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,196641,164863,14152,6730,1472,2763,6661
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4637355,3210709,1270428,26573,60942,2233,66470
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4833996,3375572,1284580,33303,62414,4996,73131
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US01,01,Alabama,92468,77401,7000,3029,669,1152,3217
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2406942,1639861,683562,13714,33659,1096,35050
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US01,01,Alabama,2499410,1717262,690562,16743,34328,2248,38267
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US01,01,Alabama,108196,90567,7681,3858,824,1673,3593
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2241771,1569776,594957,13171,29481,1168,33218
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US01,01,Alabama,2349967,1660343,602638,17029,30305,2841,36811
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,200664,167968,14681,6887,1493,2825,6810
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4648713,3209637,1278519,26885,63140,2264,68268
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4849377,3377605,1293200,33772,64633,5089,75078
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321482,214865,9811,50882,20114,3543,22267
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US02,02,Alaska,340603,228288,10972,52540,20625,3752,24426
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20128,14056,1123,1863,624,180,2282
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349500,241529,12346,51865,17633,3730,22397
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US02,02,Alaska,369628,255585,13469,53728,18257,3910,24679
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39249,27479,2284,3521,1135,389,4441
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670982,456394,22157,102747,37747,7273,44664
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710231,483873,24441,106268,38882,7662,49105
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321486,214866,9811,50884,20115,3543,22267
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US02,02,Alaska,340607,228289,10972,52542,20626,3752,24426
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20131,14059,1123,1863,624,180,2282
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349511,241535,12347,51866,17635,3730,22398
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US02,02,Alaska,369642,255594,13470,53729,18259,3910,24680
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39252,27482,2284,3521,1135,389,4441
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670997,456401,22158,102750,37750,7273,44665
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710249,483883,24442,106271,38885,7662,49106
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19464,13642,1170,1718,522,210,2202
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,322712,215504,9872,51004,20320,3578,22434
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US02,02,Alaska,342176,229146,11042,52722,20842,3788,24636
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20562,14381,1143,1928,631,184,2295
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,351118,242474,12522,51911,17866,3765,22580
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US02,02,Alaska,371680,256855,13665,53839,18497,3949,24875
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,40026,28023,2313,3646,1153,394,4497
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,673830,457978,22394,102915,38186,7343,45014
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,713856,486001,24707,106561,39339,7737,49511
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US02,02,Alaska,20529,14447,1186,1864,552,224,2256
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,326570,217198,10286,51498,20999,3768,22821
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US02,02,Alaska,347099,231645,11472,53362,21551,3992,25077
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US02,02,Alaska,21869,15270,1208,2109,660,215,2407
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,353604,242751,13011,52360,18591,3950,22941
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US02,02,Alaska,375473,258021,14219,54469,19251,4165,25348
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,42398,29717,2394,3973,1212,439,4663
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,680174,459949,23297,103858,39590,7718,45762
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,722572,489666,25691,107831,40802,8157,50425
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US02,02,Alaska,22011,15545,1246,2105,564,228,2323
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,327873,216747,10898,51531,21597,4018,23082
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US02,02,Alaska,349884,232292,12144,53636,22161,4246,25405
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US02,02,Alaska,23994,16978,1274,2319,692,223,2508
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,357203,243874,14272,52504,19328,4180,23045
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US02,02,Alaska,381197,260852,15546,54823,20020,4403,25553
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,46005,32523,2520,4424,1256,451,4831
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,685076,460621,25170,104035,40925,8198,46127
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,731081,493144,27690,108459,42181,8649,50958
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US02,02,Alaska,22805,16275,1250,2174,584,242,2280
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,327301,214992,11111,51526,22170,4156,23346
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US02,02,Alaska,350106,231267,12361,53700,22754,4398,25626
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US02,02,Alaska,25971,18712,1350,2419,694,239,2557
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,361182,245478,15172,52773,20060,4364,23335
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US02,02,Alaska,387153,264190,16522,55192,20754,4603,25892
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,48776,34987,2600,4593,1278,481,4837
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,688483,460470,26283,104299,42230,8520,46681
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,737259,495457,28883,108892,43508,9001,51518
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US02,02,Alaska,23340,16832,1268,2172,588,245,2235
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,326096,212859,10919,51531,22772,4288,23727
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US02,02,Alaska,349436,229691,12187,53703,23360,4533,25962
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US02,02,Alaska,26838,19378,1381,2512,688,237,2642
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,360458,243453,15252,52741,20633,4526,23853
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US02,02,Alaska,387296,262831,16633,55253,21321,4763,26495
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,50178,36210,2649,4684,1276,482,4877
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,686554,456312,26171,104272,43405,8814,47580
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,736732,492522,28820,108956,44681,9296,52457
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US04,04,Arizona,943359,853723,20264,37120,8095,2466,21691
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2272835,1873751,114247,132437,92261,4957,55182
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US04,04,Arizona,3216194,2727474,134511,169557,100356,7423,76873
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US04,04,Arizona,951790,859722,19695,39974,7958,2492,21949
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2224033,1831287,126699,125747,80142,6197,53961
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US04,04,Arizona,3175823,2691009,146394,165721,88100,8689,75910
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,1895149,1713445,39959,77094,16053,4958,43640
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4496868,3705038,240946,258184,172403,11154,109143
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US04,04,Arizona,6392017,5418483,280905,335278,188456,16112,152783
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US04,04,Arizona,943359,853723,20264,37120,8095,2466,21691
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2272898,1873812,114247,132437,92262,4957,55183
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US04,04,Arizona,3216257,2727535,134511,169557,100357,7423,76874
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US04,04,Arizona,951815,859745,19695,39976,7958,2492,21949
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2224238,1831466,126714,125755,80142,6197,53964
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US04,04,Arizona,3176053,2691211,146409,165731,88100,8689,75913
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,1895174,1713468,39959,77096,16053,4958,43640
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4497136,3705278,240961,258192,172404,11154,109147
